,summary,date
408,"ASHBURN, Va., January 19, 2022--DXC announces the formation of a new global DXC ServiceNow Strategic Business Group.",2022-01-19
409,"Shares of DXC Technology Co. slid 1.72% to $32.01 Wednesday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500...",2022-01-19
410,"DXC Technology (DXC) anno... DXC, NOW",2022-01-19
411,"Shares of DXC Technology Co. shed 4.18% to $32.57 Tuesday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500...",2022-01-18
412,Microsoft takes big $68.7 billion swing on video game company Activision Blizzard while legacy media stays on sidelines,2022-01-18
413,"The big shareholder groups in DXC Technology Company (NYSE:DXC) have power over the company.  Institutions often own shares in more established companies, while it's not unusual to see insiders own a fair bit of smaller companies.   Companies that have been privatized tend to ha",2022-01-17
414,"Shares of DXC Technology Co. slipped 0.29% to $33.99 Friday, on what proved to be an all-around mixed trading session for the stock market, with the S&P 500...",2022-01-14
415,"Cincinnati, OH, based Investment company Gateway Investment Advisers Llc (Current Portfolio) buys Danaher Corp, Consolidated Edison Inc, Exxon Mobil Corp, Moderna Inc, Match Group Inc, sells AT&T Inc, Allstate Corp, Fidelity National Information Services Inc, Phillips 66, Simon Property Group Inc during the 3-months ended 2021Q4, according to the most recent filings of the investment company, Gateway Investment Advisers Llc.",2022-01-14
416,"DXC Technology (DXC) is set to modernize the information technology infrastructure of Lloyd's of London, reflecting the reliability of the company's cloud solutions.",2022-01-14
417,"Shares of DXC Technology Co. advanced 1.82% to $34.09 Thursday, on what proved to be an all-around poor trading session for the stock market, with the S&P...",2022-01-13
418,President Biden urged companies to voluntarily impose Covid vaccination rules on workers after the Supreme Court blocked a government order to do that.,2022-01-13
419,"ASHBURN, Va., January 13, 2022--DXC was recognized by analyst firm NelsonHall as a Leader in five insurance categories in its NEAT™ 2021 report.",2022-01-13
420,"Lloyd's and London Market Insurance Companies Tap DXC Technology to Transform the World's Largest Insurance Marketplace.Agreement to support Lloyd's strategic objective of building the 'most... | January 13, 2022",2022-01-13
421,"Investment company Engrave Wealth Partners LLC (Current Portfolio) buys Phillips 66, Oracle Corp, Bank of America Corp, Lowe's Inc, Vanguard Health Care ETF, sells Janus Henderson Small Cap Growth Alpha ETF, Nucor Corp, DXC Technology Co, Marathon Oil Corp, Diamondback Energy Inc during the 3-months ended 2021Q4, according to the most recent filings of the investment company, Engrave Wealth Partners LLC.",2022-01-12
422,"ASHBURN, Va., January 12, 2022--DXC Technology (NYSE: DXC) today announced that it will release financial results for the third quarter of fiscal 2022 on Wednesday, February 2, 2022, at approximately 4:15 p.m. Eastern Daylight Time (EDT).",2022-01-12
423,"Shares of DXC Technology Co. rose 1.24% to $33.48 Wednesday, on what proved to be an all-around positive trading session for the stock market, with the S&P...",2022-01-12
424,"LONDON, January 12, 2022--DXC announces agreement to support Lloyd’s strategic objective of building the ‘most technologically advanced insurance marketplace in the world.’",2022-01-12
425," 
Shares of DXC Technology (NYSE:DXC) fell by 4.64% in the past three months. Before having a look at the importance of debt, let us look at how much debt DXC Technology has...",2022-01-12
426,"- Agreement to support Lloyd’s strategic objective of building the ‘most technologically advanced insurance marketplace in the world’- Cloud and automation technologies to... | January 12, 2022",2022-01-12
427,"Shares of DXC Technology Co. inched 0.52% higher to $33.07 Tuesday, on what proved to be an all-around positive trading session for the stock market, with...",2022-01-11
428,Two of Sen. Kyrsten Sinema's former aides have become key aides for corporate giants looking to impact President Joe Biden's agenda. ,2022-01-11
429,"Shares of DXC Technology Co. slipped 1.32% to $32.90 Monday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",2022-01-10
430,Former aides to Sen. Joe Manchin who are now lobbyists are scoring big clients as their ex-boss battles President Biden's agenda,2022-01-10
431,"Shares of DXC Technology Co. slipped 1.16% to $33.34 Friday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500...",2022-01-07
432,"""Turning Red"" is the third Pixar film to transition to Disney's streaming platform during the pandemic.",2022-01-07
433,"The P/B ratio helps to identify low-priced stocks that have high-growth prospects. Ford Motor Company (F), General Motors Company (GM), Invesco (IVZ), DXC Technology Company (DXC) and Atlas Corp. (ATCO) are some such picks.",2022-01-07
434,"Jim Cramer, Dan Ives of Wedbush Securities, Gene Munster of Loup, Aaron Kessler of Raymond James, Dan Niles of Satori Fund, Darrin Peller of Wolfe Research, Josh Brown of Ritholtz Wealth Management, Brenda Vingiello of Sand Hill Global Advisors, Sarat Sethi of DCLA, and Steve Weiss of Short Hills Capital explain why they are buying, selling, or holding specific stocks and ETFs",2022-01-06
435,"Shares of DXC Technology Co. inched 0.78% higher to $33.73 Thursday, on what proved to be an all-around poor trading session for the stock market, with the...",2022-01-06
436,"Sarat Sethi, DCLA managing partner and portfolio manager, joins the 'Halftime Report' to discuss his top stock picks for 2022, which include Uber, Morgan Stanley, and Comcast.",2022-01-06
437,"Shares of DXC Technology Co. shed 1.88% to $33.47 Wednesday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500...",2022-01-05
438,"Value investing is essentially about selecting stocks that are usually cheap but fundamentally sound. Kohl's Corporation (KSS), Berry Global (BERY), Atlas Corp. (ATCO) and DXC Technology (DXC) boast low P/CF ratio.",2022-01-05
439,Here is how DXC Technology Company. (DXC) and Fair Isaac (FICO) have performed compared to their sector so far this year.,2022-01-05
440,"In this article, we discuss the 10 best stocks to buy according to billionaire Larry Robbins. If you want to skip our detailed analysis of these stocks, go directly to 5 Best Stocks To Buy According to Billionaire Larry Robbins. Larry Robbins is an American hedge fund manager who founded Glenview Capital in 2000, which […]",2022-01-04
441,"Shares of DXC Technology Co. advanced 2.65% to $34.11 Tuesday, on what proved to be an all-around mixed trading session for the stock market, with the Dow...",2022-01-04
442,"Shares of DXC Technology Co. rallied 3.23% to $33.23 Monday, on what proved to be an all-around great trading session for the stock market, with the S&P 500...",2022-01-03
443,"We have screened value stocks GEF, BERY, DXC, TCS and HI based on EV-to-EBITDA ratio, which offers a clearer picture of valuation and earnings potential.",2022-01-03
444,"Shares of DXC Technology Co. sank 0.62% to $32.19 Friday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",2021-12-31
445,DXC vs. EPAM: Which Stock Is the Better Value Option?,2021-12-28
446,"Unusual total active opti... DXC, AXSM, XXII, NXTD, NKLA, SRNE, UPST, DISCA, NOK, FCEL",2021-12-27
447,"""West Side Story"" is a box office bomb, having only generated around $36 million in ticket sales on a $100 million production budget.",2021-12-26
448,"Investment company Columbia Seligman Premium Technology Growth Fund, Inc. (Current Portfolio) buys Analog Devices Inc, Thoughtworks Holding Inc, Twitter Inc, Microchip Technology Inc, Splunk Inc, sells , , SciPlay Corp, Arista Networks Inc, Marqeta Inc during the 3-months ended 2021Q3, according to the most recent filings of the investment company, Columbia Seligman Premium Technology Growth Fund, Inc..",2021-12-26
449,,2021-12-26
450,"Shares of DXC Technology Co. advanced 1.91% to $32.57 Thursday, on what proved to be an all-around great trading session for the stock market, with the S&P...",2021-12-23
451,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2021-12-23
452,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-23
453,,2021-12-23
454,"Shares of DXC Technology Co. rose 1.95% to $31.96 Wednesday, on what proved to be an all-around favorable trading session for the stock market, with the S&P...",2021-12-22
455,"DXC Technology (DXC) to modernize information technology infrastructure of Spanish railway operator Renfe Group's IT and Logistics arm, LogiRail, reflecting reliability of company's cloud solutions.",2021-12-22
456,"The P/B ratio helps identify low-priced stocks with high-growth prospects. ASE Technology Holding (ASX), Signet Jewelers Limited (SIG), Celestica (CLS), DXC Technology Company (DXC) and Atlas Corp. (ATCO) are some such picks.",2021-12-22
457,"Shares of DXC Technology Co. rose 4.57% to $31.35 Tuesday, on what proved to be an all-around favorable trading session for the stock market, with the S&P...",2021-12-21
458,DXC Technology (DXC) to provide technology solutions to Australia's Western Sydney International (Nancy-Bird Walton) airport and ensure better aviation experiences for the customers.,2021-12-21
459,"Zacks.com featured highlights include: Kohl's, Berry Global Group, Atlas Corp and DXC Technology",2021-12-21
460,DXC Technology is an emerging leader in the IT services sector providing unmatched solutions to customers for accelerated growth. Read more on DXC stock here.,2021-12-21
461,"""Spider-Man: No Way Home"" proves that audiences are ready to return to movie theaters, but the industry still faces major obstacles.",2021-12-21
462,"As the Senate weighs whether to confirm Gigi Sohn to the FCC, President Biden's efforts to reinstate net neutrality are taking shape.",2021-12-21
463,"Spanish Rail Operator Renfe Selects DXC Technology to Modernize Operations as Passenger and Freight Services Surge.Renfe-LogiRAIL, the IT and Logistics arm of the Renfe Group, Spain's national rail... | December 21, 2021",2021-12-21
464,"SYDNEY, December 21, 2021--DXC Technology has been selected as Master Systems Integrator for the Western Sydney International (Nancy-Bird Walton) Airport.",2021-12-21
465,"Digitally-enabled greenfield airport set to become one of the biggest gateways to Australia... | December 21, 2021",2021-12-20
466,"Shares of DXC Technology Co. slid 2.12% to $29.98 Monday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500...",2021-12-20
467,"Value investing is essentially about selecting stocks that are usually cheap but fundamentally sound. Kohl's Corporation (KSS), Berry Global (BERY), Atlas Corp. (ATCO) and DXC Technology (DXC) boast low P/CF ratio.",2021-12-20
468,"MADRID, December 20, 2021--Renfe selects DXC Technology to modernize operations as passenger and freight services surge",2021-12-20
469,Renfe-LogiRAIL has awarde... DXC,2021-12-20
470,"Shares of DXC Technology Co. slid 2.55% to $30.63 Friday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500...",2021-12-17
471,"Corporate profits, when properly measured, have been much less volatile than implied by GAAP earnings since the first quarter of 2020.",2021-12-17
472,"Shares of DXC Technology Co. advanced 2.51% to $31.43 Thursday, on what proved to be an all-around grim trading session for the stock market, with the S&P...",2021-12-16
473,"Investment company Russell Investment Funds (Current Portfolio) buys Catalent Inc, Willis Towers Watson PLC, Edison International, FedEx Corp, Teradyne Inc, sells Starbucks Corp, Comerica Inc, , Textron Inc, Treehouse Foods Inc during the 3-months ended 2021Q3, according to the most recent filings of the investment company, Russell Investment Funds.",2021-12-16
474,"Kristie Grinnell has landed a new gig less than a month after leaving General Dynamics Information Technology.  DXC Technology Co. (NYSE: DXC) named Grinnell its new senior vice president and chief information officer Wednesday, filling a vital role vacated in August when then CIO Chris Drumgoole was elevated to chief operating officer.  In her new role, Grinnell will oversee the Ashburn technology company's global information technology strategy and operations, including implementing and integrating new technology systems and maintaining the company’s tech infrastructure.",2021-12-15
475,"Shares of DXC Technology Co. dropped 0.45% to $30.66 Wednesday, on what proved to be an all-around favorable trading session for the stock market, with the...",2021-12-15
476,"ASHBURN, Va., December 15, 2021--DXC Technology (NYSE: DXC), a leading Fortune 500 global technology services provider, has appointed Kristie Grinnell as senior vice president and chief information officer (CIO).",2021-12-15
477,DXC Technology has appoin... DXC,2021-12-15
478,BMO Capital analyst Keith... DXC,2021-12-15
479,"Shares of DXC Technology Co. inched 0.46% higher to $30.80 Tuesday, on what proved to be an all-around rough trading session for the stock market, with the...",2021-12-14
480,"Investment company Glenview Capital Management (Current Portfolio) buys Willis Towers Watson PLC, Uber Technologies Inc, Baxter International Inc, Global Payments Inc, Aptiv PLC, sells Walgreens Boots Alliance Inc, ViacomCBS Inc, Amazon.com Inc, DXC Technology Co, IQVIA Holdings Inc during the 3-months ended 2021Q3, according to the most recent filings of the investment company, Glenview Capital Management.",2021-12-14
481,"Glenview Capital Management’s 13F portfolio value decreased from $5.96B to $5.46B this quarter. The top 3 stakes are Tenet Healthcare, Bausch Health, and McKesson.",2021-12-13
482,"Shares of DXC Technology Co. dropped 0.65% to $30.66 Monday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500...",2021-12-13
483,"Shares of DXC Technology Co. inched 0.92% higher to $30.86 Friday, on what proved to be an all-around positive trading session for the stock market, with the...",2021-12-10
484,"Announcement of Periodic Review: Moody's announces completion of a periodic review of ratings of DXC Technology CompanyGlobal Credit Research - 09 Dec 2021New York, December 09, 2021 -- Moody's Investors Service (""Moody's"") has completed a periodic review of the ratings of DXC Technology Company and other ratings that are associated with the same analytical unit.  The review was conducted through a portfolio review discussion held on 7 December 2021 in which Moody's reassessed the appropriateness of the ratings in the context of the relevant principal methodology(ies), recent developments, and a comparison of the financial and operating profile to similarly rated peers.",2021-12-09
485,"Before we spend countless hours researching a company, we like to analyze what insiders, hedge funds and billionaire investors think of the stock first. This is a necessary first step in our investment process because our research has shown that the elite investors’ consensus returns have been exceptional. In the following paragraphs, we find out […]",2021-12-09
486,DXC Technology (DXC) to modernize Copa Airlines' mainframe-based passenger service system and fully migrate it to public cloud without any business disruptions.,2021-12-09
487,"Shares of DXC Technology Co. slipped 2.30% to $30.58 Thursday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500...",2021-12-09
488,DXC vs. DT: Which Stock Is the Better Value Option?,2021-12-09
489,The following slide deck was published by DXC Technology Company in conjunction with their 2022 Q2 earnings call.,2021-12-09
490,"Shares of DXC Technology Co. dropped 0.48% to $31.30 Wednesday, on what proved to be an all-around favorable trading session for the stock market, with the...",2021-12-08
491,"ASHBURN, Va., December 08, 2021--DXC announces renewal with Copa Airlines to modernize the mainframe-based Passenger Service System (PSS) and migrate it entirely to the public cloud.",2021-12-08
492,"Zacks.com featured highlights include: ASE Technology, KB Home, Celestica, DXC Technology and Atlas Corp",2021-12-08
493,"DXC transforms the legacy Passenger Service System , making Copa one of the world’s leading full-service airlines to operate a PSS entirely in the public cloud.... | December 8, 2021",2021-12-08
494,"The P/B ratio helps to identify low-priced stocks that have high-growth prospects. ASE Technology Holding (ASX), KB Home (KBH), Celestica (CLS), DXC Technology Company (DXC) and Atlas Corp. (ATCO) are some such picks.",2021-12-07
495,"Shares of DXC Technology Co. rallied 1.89% to $30.76 Monday, on what proved to be an all-around great trading session for the stock market, with the S&P 500...",2021-12-06
496,"Zacks.com featured highlights include: TotalEnergies, Atlas Corp, DXC Technology and Berry Global",2021-12-06
497,A look at the shareholders of DXC Technology Company ( NYSE:DXC ) can tell us which group is most powerful. Large...,2021-12-06
498,"Shares of DXC Technology Co. shed 1.15% to $30.19 Friday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500...",2021-12-03
499,DXC Technology Company. (DXC) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,2021-12-03
500,"It's been years since Hewlett-Packard was the only tenant for an office building complex in Roseville, but investors still seem interested in its former buildings.",2021-12-03
501,"Some say volatility, rather than debt, is the best way to think about risk as an investor, but Warren Buffett famously said that 'Volatility is far from synonymous with risk.'  So it might be obvious that you need to consider debt, when you think about how risky any given stock",2021-12-03
502,"Shares of DXC Technology Co. rallied 3.25% to $30.54 Thursday, on what proved to be an all-around favorable trading session for the stock market, with the...",2021-12-02
503,"If you are looking for a fast-growing stock that is still seeing plenty of opportunities on the horizon, make sure to consider DXC Technology (DXC).",2021-12-02
504,"Shares of DXC Technology Co. slid 1.37% to $29.58 Wednesday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",2021-12-01
505,"Shares of DXC Technology Co. slid 3.32% to $29.99 Tuesday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500...",2021-11-30
506,"Shares of DXC Technology Co. rose 1.70% to $31.02 Monday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500...",2021-11-29
507,"Shares of DXC Technology Co. shed 3.57% to $30.50 Friday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500...",2021-11-26
508,"We have screened value stocks VSTO, ASIX, SNDR, PTR and DXC based on EV-to-EBITDA ratio, which offers a clearer picture of valuation and earnings potential.",2021-11-26
509,"As part of its corporate reset, IBM has spun off its low-margin services business. Why investors should steer clear.",2021-11-26
510,"DXC Technology and Micro Focus Announce a Strategic Initiative to Accelerate Mainframe Modernization.DXC Technology one of the world's largest IT services providers has announced a strategic... | November 25, 2021",2021-11-25
511,CDW Corporation (CDW) to borrow $2.5 billion through issuing senior notes to fund the proposed acquisition of Granite Parent.,2021-11-24
512,DXC vs. EPAM: Which Stock Is the Better Value Option?,2021-11-23
513,"Shares of DXC Technology Co. shed 0.80% to $31.12 Monday, on what proved to be an all-around mixed trading session for the stock market, with the Dow Jones...",2021-11-22
514,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-11-22
515,"Shares of DXC Technology Co. slid 2.37% to $31.37 Friday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500...",2021-11-19
516,"Shares of DXC Technology Co. slipped 0.03% to $32.13 Thursday, on what proved to be an all-around mixed trading session for the stock market, with the S&P...",2021-11-18
517,"Shares of DXC Technology Co. dropped 0.43% to $32.14 Wednesday, on what proved to be an all-around dismal trading session for the stock market, with the S&P...",2021-11-17
518,"Shares of DXC Technology Co. shed 2.33% to $32.28 Tuesday, on what proved to be an all-around great trading session for the stock market, with the S&P 500...",2021-11-16
519,"Shares of DXC Technology Co. slid 0.87% to $33.05 Monday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",2021-11-15
520,"Shares of DXC Technology Co. slid 1.88% to $33.34 Friday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500...",2021-11-12
521,"Shares of DXC Technology Co. rallied 1.19% to $33.98 Thursday, on what proved to be an all-around mixed trading session for the stock market, with the S&P...",2021-11-11
522,3D Systems (DDD) proposes to issue $350 million of unsecured convertible senior notes to enhance financial flexibility.,2021-11-11
523,"Shares of DXC Technology Co. shed 0.68% to $33.58 Wednesday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500...",2021-11-10
524,"The mean of analysts' price targets for DXC Technology Company. (DXC) points to a 25.6% upside in the stock. While this highly sought-after metric has not proven reasonably effective, strong agreement among analysts in raising earnings estimates does indicate an upside in the stock.",2021-11-10
525,"Kyndryl, which doesn't pay a dividend, opened for trading on Nov. 4 at $28.41 and has ratcheted lower every day since.",2021-11-10
526,"Shares of DXC Technology Co. rose 1.29% to $33.81 Tuesday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",2021-11-09
527,"Among the underlying components of the S&P 500 index, we saw noteworthy options trading volume today in Eaton Corp plc (Symbol: ETN), where a total of 7,794 contracts have traded so far, representing approximately 779,400 underlying shares.  That amounts to about 55.9% of E",2021-11-09
528,"""Cloud technology is an enabler for industry and individuals to do things that would never have been possible before."" That statement was made in the... | November 9, 2021",2021-11-09
529,"Shares of DXC Technology Co. slipped 2.77% to $33.38 Monday, on what proved to be an all-around favorable trading session for the stock market, with the S&P...",2021-11-08
530,"Shares of DXC Technology Co. rose 1.48% to $34.33 Friday, on what proved to be an all-around great trading session for the stock market, with the S&P 500...",2021-11-05
531,DXC vs. EPAM: Which Stock Is the Better Value Option?,2021-11-04
532,"DXC earnings call for the period ending September 30, 2021.",2021-11-04
533,"DXC Technology's (DXC) Q2 earnings increased 41%, year over year, highlighting benefits from its cost-optimization initiatives, along with lower interest expenses and tax rate.",2021-11-04
534,"IntroductionThe purpose of the Management's Discussion and Analysis of Financial Conditionand Results of Operations is to present information that managementbelieves is relevant to an assessment... | November 4, 2021",2021-11-04
535,"DXC Technology Company. (DXC) delivered earnings and revenue surprises of 7.14% and -2.31%, respectively, for the quarter ended September 2021. Do the numbers hold clues to what lies ahead for the stock?",2021-11-03
536,"DXC Technology Company (NYSE:DXC) Q2 Fiscal Year 2022 Earnings Conference Call November 3, 2021, 5:00 PM ET Company Participants Mike Salvino – President and CEO, Ken Sharp – Executive Vice...",2021-11-03
537,"TYSONS, Va., November 03, 2021--DXC Technology Reports Second Quarter Fiscal Year 2022 Results",2021-11-03
538,"(RTTNews) - DXC Technology Company (DXC) Wednesday revised its full-year outlook. The company increased its adjusted earnings guidance, but lowered its revenue guidance range due to foreign exchange fluctuations.",2021-11-03
539,(RTTNews) - Below are the earnings highlights for DXC Technology Company (DXC):,2021-11-03
540,"Shares of DXC Technology Co. slipped 1.52% to $32.48 Wednesday, on what proved to be an all-around positive trading session for the stock market, with the...",2021-11-03
541,"DXC Technology Reports Second Quarter Fiscal Year 2022 Results •Revenues of $4.03 billion, down 11.6% as compared to prior year, and down 2.4% on an... | November 3, 2021",2021-11-03
542,"Item 2.02 Results of Operations and Financial Condition.On November 3, 2021, DXC Technology Company issued a pressrelease reporting its financial results for the second quarter of fiscal... | November 3, 2021",2021-11-03
543,"Shares of DXC Technology Co. slipped 1.17% to $32.98 Tuesday, on what proved to be an all-around positive trading session for the stock market, with the S&P...",2021-11-02
544,"Zacks.com featured highlights include: Celestica, Encompass Health, Atlas Corp, DXC Technology and Conn's",2021-11-02
545,"Shares of DXC Technology Co. rose 2.46% to $33.37 Monday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",2021-11-01
546,"DXC Technology's (DXC) Q2 results to likely reflect softness in traditional business, and negative impact of the pandemic-induced business disruptions and previous business terminations and runoffs.",2021-11-01
547,"Shares of DXC Technology Co. slipped 0.18% to $32.57 Friday, on what proved to be an all-around great trading session for the stock market, with the S&P 500...",2021-10-29
548,"Shares of DXC Technology Co. rose 1.02% to $32.63 Thursday, on what proved to be an all-around positive trading session for the stock market, with the S&P...",2021-10-28
549,DXC Technology Company. (DXC) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,2021-10-27
550,"Shares of DXC Technology Co. shed 1.46% to $32.30 Wednesday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500...",2021-10-27
551,"I believe we're witnessing the dawn of a remarkable new era. Ever since the development of the first steam-powered automobile, vehicles have been all about the hardware. But the... | October 27, 2021",2021-10-27
552,ClearBridge is a leading global asset manager committed to active management.,2021-10-27
553,ClearBridge is a leading global asset manager committed to active management.,2021-10-27
554,"Are you trying to introduce new ways of working and deliver new value to your business via cloud while having to cope with legacy technologies ? Are you trying to fit your old ways of... | October 27, 2021",2021-10-27
555,"Shares of DXC Technology Co. slid 3.73% to $32.78 Tuesday, on what proved to be an all-around great trading session for the stock market, with the S&P 500...",2021-10-26
556,"Zacks.com featured highlights include: GMS, Matson, AdvanSix, Vista Outdoor and DXC Technology",2021-10-26
557,"Shares of DXC Technology Co. slid 1.50% to $34.05 Monday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",2021-10-25
558,"Environmental, Social and Governance At a Glance Environmental, Social and Governance: At a Glance ... | October 25, 2021",2021-10-25
559,Smart Beta ETF report for EZM,2021-10-21
560,Style Box ETF report for EZM,2021-10-20
561,"TEL-AVIV, Israel, October 20, 2021--DXC Technology awarded US $40 million contract by Tnuva, Israel’s leading producer of dairy and food products.",2021-10-20
562,"DXC awarded $40 million contract by Israel’s leading dairy producer... | October 20, 2021",2021-10-20
563,"DXC Technology Company. (DXC) might move higher on growing optimism about its earnings prospects, which is reflected by its upgrade to a Zacks Rank #2 (Buy).",2021-10-19
564,DXC vs. DT: Which Stock Is the Better Value Option?,2021-10-19
565,"It hasn't been the best quarter for DXC Technology Company (NYSE:DXC) shareholders, since the share price has fallen 10% in that time.    While that might be a setback, it doesn't negate the nice returns received over the last twelve months.  Looking at the full year, the compan",2021-10-19
566,With the second-quarter round of 13F filings behind us it is time to take a look at the stocks in which some of the best money managers in the world preferred to invest or sell heading into the third quarter of 2021. One of these stocks was DXC Technology Company (NYSE:DXC). Is DXC Technology Company […],2021-10-18
567,"Staff article entitled June 2022 Options Now Available For DXC Technology (DXC), about stock options, from Stock Options Channel.",2021-10-14
568,"TYSONS, Va., October 13, 2021--DXC Technology to Report Second Quarter 2022 Results on Wednesday, November 3",2021-10-13
569,"DXC Technology today announced that it will release financial results for the second quarter of fiscal 2022 on Wednesday, November 3, 2021, at approximately 4:15 p.m. Eastern Daylight Time .DXC... | October 13, 2021",2021-10-13
570,"It's October and that means it's Cyber Security Awareness Month once again. Cyber security threats continue to evolve and proliferate at increasing speed. Opportunistic attackers are... | October 13, 2021",2021-10-13
571,"Wondering how to pick strong, market-beating stocks for your investment portfolio? Look no further than the Zacks Style Scores.",2021-10-13
572,"In trading on Tuesday, shares of DXC Technology Co (Symbol: DXC) crossed below their 200 day moving average of $33.53, changing hands as low as $33.10 per share.  DXC Technology Co shares are currently trading down about 1.2% on the day.  The chart below shows the one year perf",2021-10-12
573,"Shares of DXC Technology Co. dropped 0.87% to $34.35 Friday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500...",2021-10-08
574,"Shares of DXC Technology Co. inched 0.90% higher to $34.65 Thursday, on what proved to be an all-around positive trading session for the stock market, with...",2021-10-07
575,The soon-to-be Ashburn-based technology services company is betting big on a plan to let its employees determine where to work.,2021-10-07
576,DXC Technology (NYSE:DXC) has had a rough three months with its share price down 12%. It seems that the market might...,2021-10-07
577,"Shares of DXC Technology Co. slipped 2.17% to $34.34 Wednesday, on what proved to be an all-around positive trading session for the stock market, with the...",2021-10-06
578,"To develop, test and integrate modern, highly automated or even autonomous driving functions, new capabilities are required. One new and complex discipline is to be able to manage and... | October 6, 2021",2021-10-06
579,"Shares of DXC Technology Co. rallied 1.12% to $35.10 Tuesday, on what proved to be an all-around positive trading session for the stock market, with the S&P...",2021-10-05
580,"We have a pretty different lineup of public company CEOs this year, especially looking at just the highest-paid in 2020.  Several new CEOs have taken the reins over the past year at some of the region’s biggest companies, including James Taiclet at Lockheed Martin Corp. (NYSE: LMT), Rainer Blair at Danaher Corp. (NYSE: DHR), Mike Salvino at DXC Technology Co. (NYSE: DXC) and Helen Sabzevari at Precigen Inc. (NASDAQ: PGEN).",2021-10-05
581,"Shares of DXC Technology Co. sank 0.06% to $34.71 Monday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500...",2021-10-04
582,"Shares of DXC Technology Co. rallied 3.33% to $34.73 Friday, on what proved to be an all-around positive trading session for the stock market, with the S&P...",2021-10-01
583,"Harris Associates’ 13F portfolio value increased from $58.52B to $62.80B this quarter. The top 3 positions - GOOG, BAC, CHTR - add up to ~16% of the portfolio.",2021-10-01
584,"Shares of DXC Technology Co. slid 1.98% to $33.61 Thursday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500...",2021-09-30
585,"Zacks Industry Outlook Highlights: ServiceNow, EPAM Systems, CDW Corp and DXC Technology",2021-09-30
586,"Shares of DXC Technology Co. dropped 0.67% to $34.29 Wednesday, on what proved to be an all-around great trading session for the stock market, with the S&P...",2021-09-29
587,"DXC volunteers in Iberia are making a difference in the lives of children by promoting digital literacy via a coding contest. This fun and collaborative initiative to awaken and foster... | September 29, 2021",2021-09-29
588,"DXC Technology today announced the successful upgrade and migration to a cloud-based enterprise resource planning solution for Cement-Building Materials Business of Siam Cement Group . Under terms... | September 29, 2021",2021-09-29
589,"Contracting giant DXC Technology is leaving Tysons for a smaller headquarters one county over, citing a ""virtual first"" employment model that negates the need for sizeable office space.  The Fortune 500 IT company (NYSE: DXC) will relocate its corporate office from 1775 Tysons Blvd. to 20408 Bashan Drive in Ashburn's One Loudoun.  DXC's new 10,000-square-foot home will be a focal point for its ""several hundred"" D.C.-area employees when it completes the move in November.",2021-09-28
590,"Shares of DXC Technology Co. shed 2.79% to $34.52 Tuesday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",2021-09-28
591,"Shares of DXC Technology Co. rallied 1.66% to $35.51 Monday, on what proved to be an all-around mixed trading session for the stock market, with the Dow...",2021-09-27
592,"DXC Technology (DXC) lowers its annualized interest expenses by refinancing older debts and outstanding senior notes with new senior notes worth Euro 1.35 billion and $1.35 billion, respectively.",2021-09-27
